SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SALONA, EQ, 27-Aug-2020,60.55,56.55,66.6,56.55,57.2,57.4,60.93,5484,3.34,139,1478,26.95
SALSTEEL, EQ, 27-Aug-2020,3.45,3.6,3.6,3.6,3.6,3.6,3.6,25694,0.92,24,25694,100
SALZERELEC, EQ, 27-Aug-2020,107,105.3,109.5,101.65,105.2,104.9,107.14,53424,57.24,797,39592,74.11
SAMBHAAV, EQ, 27-Aug-2020,2.15,2.05,2.2,2.05,2.1,2.1,2.17,14371,0.31,21,10070,70.07
SANCO, EQ, 27-Aug-2020,13,13.05,13.05,12.9,12.9,12.95,12.98,85301,11.07,144,54640,64.06
SANDESH, EQ, 27-Aug-2020,516,528.75,539,517.05,535,528.15,529.56,1349,7.14,94,1083,80.28
SANDHAR, EQ, 27-Aug-2020,233.15,233.95,238.85,229.05,230.05,230.65,233.68,7472,17.46,671,4223,56.52
SANGAMIND, EQ, 27-Aug-2020,53.7,53.7,59.05,53.7,57.5,58.75,57.46,113865,65.43,1092,54284,47.67
SANGHIIND, EQ, 27-Aug-2020,29.85,30.15,31.5,29.65,30,29.8,30.6,1880382,575.47,10139,1133452,60.28
SANGHVIFOR, BE, 27-Aug-2020,19.8,18.85,20.75,18.85,20.7,19.4,19.62,3109,0.61,23, -, -
SANGHVIMOV, EQ, 27-Aug-2020,82.4,83.9,83.9,78.25,79.4,79.05,80.47,34639,27.87,900,24944,72.01
SANGINITA, EQ, 27-Aug-2020,81.5,83.9,83.9,76.3,76.55,77.6,77.89,49014,38.18,375,32675,66.66
SANOFI, EQ, 27-Aug-2020,8680.1,8750,8860,8665.55,8681.05,8688.45,8748.07,14970,1309.59,4098,7575,50.6
SANWARIA, EQ, 27-Aug-2020,2.25,2.25,2.25,2.2,2.25,2.2,2.23,1416023,31.52,894,878066,62.01
SARDAEN, EQ, 27-Aug-2020,286.3,285.8,297.7,277,279,279.45,288.07,321298,925.56,9422,109020,33.93
SAREGAMA, EQ, 27-Aug-2020,527.95,539,580.7,515,549.9,551.7,554.75,222027,1231.69,4868,93580,42.15
SARLAPOLY, EQ, 27-Aug-2020,18.7,18.7,19.3,18.45,18.6,18.75,18.88,118994,22.47,432,83867,70.48
SARVESHWAR, SM, 27-Aug-2020,13.05,13.7,13.7,13.2,13.2,13.2,13.45,3200,0.43,2,3200,100
SASKEN, EQ, 27-Aug-2020,624.3,630,630.85,610,612,613.85,620.31,21899,135.84,1542,14887,67.98
SASTASUNDR, EQ, 27-Aug-2020,102.55,108.8,108.8,99.55,100.25,100.2,101.62,32441,32.97,531,25906,79.86
SATIA, EQ, 27-Aug-2020,124.85,125.95,128.4,120.8,123,122.65,124.33,156114,194.09,2157,40881,26.19
SATIN, EQ, 27-Aug-2020,78.9,79.5,80,79,79.5,79.5,79.48,614554,488.45,3609,586546,95.44
SBICARD, EQ, 27-Aug-2020,827.35,828.65,831.8,811.1,821.5,819.7,823.04,1411422,11616.52,46158,880708,62.4
SBIETFQLTY, EQ, 27-Aug-2020,105.57,105.57,106.38,102.73,105.82,105.82,104.51,1543,1.61,56,876,56.77
SBILIFE, EQ, 27-Aug-2020,839.2,843.95,845.8,835.1,844,841.25,839.75,945124,7936.65,27663,382398,40.46
SBIN, EQ, 27-Aug-2020,209.85,210.5,216.5,210.5,216,215.65,214.22,80999489,173517.5,450426,20980013,25.9
SBIN, N2, 27-Aug-2020,10807.38,10810,10810,10756.4,10770,10769.03,10786.47,264,28.48,80,261,98.86
SBIN, N5, 27-Aug-2020,10995.61,10999.95,10999.95,10970.01,10979,10974.65,10984.3,997,109.51,90,985,98.8
SC5RG, MF, 27-Aug-2020,9,8.15,8.15,8.15,8.15,8.15,8.15,500,0.04,3,500,100
SCAPDVR, BE, 27-Aug-2020,1.55,1.6,1.6,1.6,1.6,1.6,1.6,42634,0.68,40, -, -
SCHAEFFLER, EQ, 27-Aug-2020,3897.5,3920,4022,3920,4020,4011.7,3999.7,27512,1100.4,5397,16276,59.16
SCHAND, EQ, 27-Aug-2020,84.35,84.35,85.95,81,81.6,81.7,82.75,55017,45.53,517,41841,76.05
SCHNEIDER, EQ, 27-Aug-2020,83.45,83.45,89.75,82.65,87.5,87.1,87.93,908416,798.74,7674,374690,41.25
SCI, EQ, 27-Aug-2020,62.9,63.2,63.4,62,62.45,62.2,62.73,785575,492.78,4117,367308,46.76
SDBL, EQ, 27-Aug-2020,60.9,63.9,63.9,62.15,63.9,63.9,63.72,1286970,820.02,3546,527796,41.01
SEAMECLTD, EQ, 27-Aug-2020,412.55,413,426,411.05,417.2,417.55,419.24,17801,74.63,919,11324,63.61
SECURCRED, SM, 27-Aug-2020,15.2,15.95,15.95,15.9,15.9,15.9,15.93,1800,0.29,3,1800,100
SELAN, EQ, 27-Aug-2020,131.4,131.4,132.4,123.45,127.2,126.9,129.14,94654,122.24,1884,56204,59.38
SELMCL, BZ, 27-Aug-2020,1,0.95,1.05,0.95,1.05,1.05,1.01,132618,1.34,47, -, -
SEPOWER, EQ, 27-Aug-2020,2.8,2.8,2.8,2.7,2.8,2.8,2.76,14427,0.4,62,9536,66.1
SEQUENT, EQ, 27-Aug-2020,134.3,134.85,136.7,133.1,135.5,134.2,135.17,1263114,1707.37,13003,692628,54.83
SESHAPAPER, EQ, 27-Aug-2020,154.2,155.3,156.4,150.05,153.05,153.65,153.33,62862,96.39,1698,27554,43.83
SETCO, BE, 27-Aug-2020,13.05,13.05,13.3,12.75,13,12.85,12.91,86951,11.23,243, -, -
SETF10GILT, EQ, 27-Aug-2020,198,196.7,198,195.05,196.7,197.23,196.96,407,0.8,37,326,80.1
SETFGOLD, EQ, 27-Aug-2020,4588.5,4626,4656.25,4592.9,4601.1,4600.6,4625.45,7295,337.43,1393,4707,64.52
SETFNIF50, EQ, 27-Aug-2020,119.22,126.4,126.4,119.33,119.47,119.48,119.63,73866,88.37,689,53682,72.67
SETFNIFBK, EQ, 27-Aug-2020,232.93,246.9,246.9,232.93,235.48,234.99,234.98,63391,148.96,821,48931,77.19
SETFNN50, EQ, 27-Aug-2020,288.44,288.4,289.93,286,287.98,287.1,288.15,3146,9.07,234,2193,69.71
SETUINFRA, EQ, 27-Aug-2020,0.9,0.95,0.95,0.85,0.9,0.9,0.89,136649,1.21,71,103515,75.75
SEYAIND, EQ, 27-Aug-2020,80.75,81.25,81.75,79,79,79.35,80.05,19832,15.88,301,12759,64.34
SEZAL, BZ, 27-Aug-2020,2.55,2.65,2.65,2.65,2.65,2.65,2.65,1457,0.04,4, -, -
SFL, EQ, 27-Aug-2020,1370.05,1382,1387,1370,1381,1375.8,1375.24,9267,127.44,2372,5679,61.28
SGBAPR28I, GB, 27-Aug-2020,4963.04,4970.95,5000,4953,4970,4958.3,4969.26,140,6.96,53,126,90
SGBAUG24, GB, 27-Aug-2020,5094,5094,5196,5082,5090,5106,5101.73,164,8.37,29,155,94.51
SGBAUG27, GB, 27-Aug-2020,4995,5000,5000,4970,4970,4972,4990,14,0.7,6,14,100
SGBAUG28V, GB, 27-Aug-2020,4861.33,4945,4960,4890,4898,4897.79,4910.74,2049,100.62,220,1876,91.56
SGBDC27VII, GB, 27-Aug-2020,4908.46,4983,4983,4882,4925,4925,4969.6,20,0.99,10,18,90
SGBDEC25, GB, 27-Aug-2020,5100,5100,5100,5100,5100,5100,5100,1,0.05,1,1,100
SGBDEC2512, GB, 27-Aug-2020,5079,5079,5079,5079,5079,5079,5079,1,0.05,1,1,100
SGBDEC26, GB, 27-Aug-2020,4965,4983,4983,4983,4983,4983,4983,5,0.25,1,5,100
SGBFEB24, GB, 27-Aug-2020,5000,5007,5050,5007,5012.05,5012.05,5019.03,8,0.4,5,8,100
SGBFEB28IX, GB, 27-Aug-2020,4900.08,5000,5000,5000,5000,5000,5000,5,0.25,1,5,100
SGBJ28VIII, GB, 27-Aug-2020,4947,4902,4902,4902,4902,4902,4902,10,0.49,1,10,100
SGBJAN27, GB, 27-Aug-2020,4902,4920,4950,4920,4950,4950,4925,12,0.59,3,11,91.67
SGBJUL25, GB, 27-Aug-2020,4953.35,4955,4990,4955,4990,4990,4976.88,81,4.03,28,60,74.07
SGBJUL27, GB, 27-Aug-2020,4950,5097,5097,5097,5097,5097,5097,1,0.05,1,1,100
SGBJUL28IV, GB, 27-Aug-2020,4862.8,4888,4925,4880,4895,4887.89,4903.99,1353,66.35,122,1047,77.38
SGBJUN27, GB, 27-Aug-2020,4950,4925,4925,4925,4925,4925,4925,2,0.1,2,2,100
SGBJUN28, GB, 27-Aug-2020,4884.58,4850,4970,4850,4902,4903.33,4917.09,268,13.18,57,167,62.31
SGBMAR24, GB, 27-Aug-2020,4984.69,5050,5138,5009,5009,5009.2,5043.94,186,9.38,19,175,94.09
SGBMAR25, GB, 27-Aug-2020,4999.9,5010,5010,4960,4999,4999,4988.11,19,0.95,8,18,94.74
SGBMAR28X, GB, 27-Aug-2020,4882.21,4902,4950,4900,4940,4940,4908.4,50,2.45,11,44,88
SGBMAY25, GB, 27-Aug-2020,4949.22,4961,5100,4950,4952,4951.08,4964.96,124,6.16,16,116,93.55
SGBMAY26, GB, 27-Aug-2020,4950,5019,5019,5019,5019,5019,5019,1,0.05,1,1,100
SGBMAY28, GB, 27-Aug-2020,4878.93,4965,4965,4900,4900,4900,4904.5,196,9.61,51,178,90.82
SGBNOV23, GB, 27-Aug-2020,5111.54,5155,5155,5011.1,5050,5052.66,5081.06,145,7.37,30,130,89.66
SGBNOV24, GB, 27-Aug-2020,4984.95,5019,5019,4995,4995,4995.54,5000.09,59,2.95,16,25,42.37
SGBNOV25IX, GB, 27-Aug-2020,4953,5148,5148,5148,5148,5148,5148,2,0.1,1,2,100
SGBNOV25VI, GB, 27-Aug-2020,5129,5100,5100,5100,5100,5100,5100,4,0.2,2,4,100
SGBNOV26, GB, 27-Aug-2020,4900,5035,5035,5035,5035,5035,5035,1,0.05,1,1,100
SGBOCT25, GB, 27-Aug-2020,4971,5000,5000,5000,5000,5000,5000,20,1,5,20,100
SGBOCT25IV, GB, 27-Aug-2020,4901.5,5055,5055,5040,5040,5040,5050,3,0.15,3,3,100
SGBOCT25V, GB, 27-Aug-2020,4995,4995,4995,4995,4995,4995,4995,1,0.05,1,1,100
SGBOCT26, GB, 27-Aug-2020,4926.72,4930,4930,4930,4930,4930,4930,10,0.49,1,10,100
SGBOCT27, GB, 27-Aug-2020,4902,4910,4925,4900,4903,4903.5,4906,68,3.34,13,65,95.59
SGBOCT27VI, GB, 27-Aug-2020,4916.05,4920,4950,4920,4922,4922,4932,8,0.39,6,7,87.5
SGBSEP24, GB, 27-Aug-2020,4954.08,5001,5025,4975,5025,5022.54,4993.12,1077,53.78,68,801,74.37
SGBSEP27, GB, 27-Aug-2020,4928.11,4983,5000,4950,5000,5000,4971.28,18,0.89,7,15,83.33
SGL, EQ, 27-Aug-2020,10.3,9.85,10.3,9.85,10,9.95,9.97,130110,12.97,315,116772,89.75
SHAHALLOYS, EQ, 27-Aug-2020,7.95,8.25,8.25,7.6,8,8,7.8,10502,0.82,36,8227,78.34
SHAKTIPUMP, EQ, 27-Aug-2020,198.95,204.85,204.9,191,194.9,193.9,199.85,145542,290.86,3078,73530,50.52
SHALBY, EQ, 27-Aug-2020,88.5,89.95,94,88.5,88.8,88.9,91.02,445367,405.4,6612,149852,33.65
SHALPAINTS, EQ, 27-Aug-2020,75.05,78,79,74.25,74.85,75,76.79,251635,193.23,2925,137663,54.71
SHANKARA, EQ, 27-Aug-2020,395.65,398.95,423.4,396.05,405,403.1,411.93,266581,1098.14,9531,62816,23.56
SHANTIGEAR, EQ, 27-Aug-2020,116.4,124,128.9,117,117,117.85,121.55,716486,870.89,12732,230274,32.14
SHARDACROP, EQ, 27-Aug-2020,306.35,305,308.75,293.3,297.9,297.4,298.91,51366,153.54,2402,31781,61.87
SHARDAMOTR, EQ, 27-Aug-2020,1058.6,1040.05,1049,1005.1,1048.9,1037.4,1028.79,5228,53.79,841,2695,51.55
SHARIABEES, EQ, 27-Aug-2020,281.98,281.98,287,277.15,286.5,286.36,285.87,2641,7.55,71,2505,94.85
SHEMAROO, EQ, 27-Aug-2020,69.1,70,70.8,68,68,68.45,69.67,121732,84.8,1342,81284,66.77
SHIL, EQ, 27-Aug-2020,91.5,93,96.5,91.35,92.8,92.65,93.77,420945,394.72,3842,231548,55.01
SHILPAMED, EQ, 27-Aug-2020,577.85,592,616.75,571,574.95,573,596.82,1020517,6090.64,44116,460816,45.16
SHIRPUR-G, EQ, 27-Aug-2020,9.5,9.75,9.9,9.3,9.5,9.5,9.52,92345,8.79,323,38484,41.67
SHIVAMAUTO, EQ, 27-Aug-2020,19,19.95,19.95,18.8,19.95,19.95,19.84,272810,54.12,795,223465,81.91
SHIVAMILLS, EQ, 27-Aug-2020,26.1,26,26.5,25.55,25.65,25.75,25.97,9697,2.52,127,6415,66.15
SHIVATEX, EQ, 27-Aug-2020,101.85,100,101,97.75,98.85,98,99.07,3909,3.87,58,2920,74.7
SHK, EQ, 27-Aug-2020,88.7,89.95,90.8,86.5,86.65,86.65,88.35,1108942,979.71,6791,564155,50.87
SHOPERSTOP, EQ, 27-Aug-2020,194.3,195.9,195.9,187.05,189.35,188.9,190.77,381785,728.33,6333,222323,58.23
SHRADHA, SM, 27-Aug-2020,28.8,30.1,30.1,30.1,30.1,30.1,30.1,2000,0.6,1,2000,100
SHREDIGCEM, EQ, 27-Aug-2020,51.45,51.85,52.05,50.3,50.35,50.45,51,448842,228.89,2194,331745,73.91
SHREECEM, EQ, 27-Aug-2020,21710.65,21710.65,21753.3,21460,21599.9,21528,21533.46,40826,8791.25,10873,12850,31.48
SHREEPUSHK, EQ, 27-Aug-2020,121.3,121.1,123.05,118.1,118.1,119.15,120.72,34528,41.68,1157,25742,74.55
SHREERAMA, EQ, 27-Aug-2020,6.45,6.7,7.05,6.5,7.05,7.05,6.92,269137,18.61,551,196543,73.03
SHRENIK, EQ, 27-Aug-2020,51.1,50.25,53,48.65,49.7,49.05,49.72,98010,48.73,306,54795,55.91
SHREYANIND, EQ, 27-Aug-2020,88.45,90.45,91,86.5,88.1,88.35,88.4,27788,24.57,653,14689,52.86
SHREYAS, BE, 27-Aug-2020,78.45,78.45,81.75,75.55,78,77.75,78.63,13052,10.26,127, -, -
SHRIPISTON, BE, 27-Aug-2020,604,604,630,595.1,603.95,595.55,603.78,1429,8.63,50, -, -
SHRIRAMCIT, EQ, 27-Aug-2020,948.8,958,964.95,939.45,948,944.55,948.83,20220,191.85,3970,12835,63.48
SHRIRAMEPC, EQ, 27-Aug-2020,4.3,4.45,4.5,4.4,4.5,4.5,4.49,225997,10.15,167,203737,90.15
SHUBHLAXMI, SM, 27-Aug-2020,25.9,27.15,27.15,27.15,27.15,27.15,27.15,2000,0.54,2,2000,100
SHYAMCENT, EQ, 27-Aug-2020,3.7,3.85,3.85,3.55,3.6,3.6,3.73,39869,1.49,73,31668,79.43
SICAGEN, EQ, 27-Aug-2020,12.15,12.1,12.75,12.1,12.4,12.45,12.5,40417,5.05,257,34918,86.39
SICAL, EQ, 27-Aug-2020,9.6,9.65,10.05,9.5,10.05,10.05,9.98,212182,21.17,287,191728,90.36
SIEMENS, EQ, 27-Aug-2020,1232.45,1241,1245,1212.25,1215,1215,1226.87,584007,7165,23741,178508,30.57
SIGIND, EQ, 27-Aug-2020,21.95,21.8,22.4,21.75,21.75,21.8,21.86,7039,1.54,105,6480,92.06
SIKKO, SM, 27-Aug-2020,28.5,29,29,29,29,29,29,4000,1.16,1,4000,100
SIL, BE, 27-Aug-2020,10.15,9.75,10.65,9.75,10.65,10.65,10.5,6499,0.68,27, -, -
SILINV, EQ, 27-Aug-2020,160,160.05,164.45,153.65,156.05,158.1,158.52,7034,11.15,220,4489,63.82
SILLYMONKS, EQ, 27-Aug-2020,29.5,29.5,30.8,28.05,29.75,28.95,28.94,2249,0.65,31,1170,52.02
SIMBHALS, EQ, 27-Aug-2020,8.95,9.1,9.35,8.8,8.85,9,9,20959,1.89,131,12853,61.32
SIMPLEXINF, EQ, 27-Aug-2020,33.4,33.6,34.3,33.15,33.2,33.55,33.9,252950,85.74,926,183647,72.6
SINTERCOM, SM, 27-Aug-2020,75,75,75,75,75,75,75,2000,1.5,1,2000,100
SINTEX, EQ, 27-Aug-2020,2.3,2.25,2.4,2.25,2.35,2.35,2.35,3373824,79.27,1780,2540318,75.29
SIRCA, EQ, 27-Aug-2020,266.85,271,286,267.25,269.2,273.4,279.33,125259,349.88,6057,83753,66.86
SIS, EQ, 27-Aug-2020,386.4,389,423.85,386.25,399.5,399.05,404.91,278761,1128.73,8922,168449,60.43
SITINET, EQ, 27-Aug-2020,1.9,1.95,1.95,1.95,1.95,1.95,1.95,77627,1.51,58,77627,100
SIYSIL, EQ, 27-Aug-2020,162.6,164.2,164.65,160,161.65,161.9,162.83,86905,141.51,2010,51115,58.82
SJVN, EQ, 27-Aug-2020,24.5,24.7,26.4,24.25,25.9,25.8,25.59,4049571,1036.19,9782,1877152,46.35
SKFINDIA, EQ, 27-Aug-2020,1661.85,1676.8,1690,1652.05,1659.95,1660.15,1673.64,40941,685.21,4573,21348,52.14
SKIL, EQ, 27-Aug-2020,3.6,3.65,3.75,3.55,3.65,3.65,3.65,71579,2.61,51,66579,93.01
SKIPPER, EQ, 27-Aug-2020,49.2,49.2,50.25,48.15,49.4,49.15,49.29,124358,61.3,741,98887,79.52
SKMEGGPROD, EQ, 27-Aug-2020,51.5,51.4,52,49.4,50.3,50.3,50.23,50765,25.5,623,29532,58.17
SKSTEXTILE, SM, 27-Aug-2020,24,24.9,25.2,24.9,25.2,25.2,25.13,4000,1.01,4,4000,100
SMARTLINK, EQ, 27-Aug-2020,74.85,75,83.45,74,81,81.6,80.5,201857,162.5,2484,49522,24.53
SMLISUZU, EQ, 27-Aug-2020,454.3,457.95,457.95,438.05,440.1,440.9,445.74,61067,272.2,2052,39962,65.44
SMPL, BZ, 27-Aug-2020,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,0,1, -, -
SMSLIFE, EQ, 27-Aug-2020,473.2,472.95,484.45,443.75,463.5,461.5,467.04,11687,54.58,1004,7325,62.68
SMSPHARMA, EQ, 27-Aug-2020,92.8,93,93.65,91.25,91.75,91.55,92.35,194493,179.61,2005,122379,62.92
SMVD, SM, 27-Aug-2020,12,11.5,11.5,11.5,11.5,11.5,11.5,2000,0.23,1,2000,100
SNOWMAN, EQ, 27-Aug-2020,34,34.2,34.75,33.6,33.8,33.75,34.15,428420,146.3,1960,193093,45.07
SOBHA, EQ, 27-Aug-2020,255.3,263.6,275,258.3,272.15,272.9,269.62,1942357,5237.01,27374,594389,30.6
SOFTTECH, SM, 27-Aug-2020,52.6,55,55.2,55,55.2,55.2,55.13,4800,2.65,3,4800,100
SOLARA, EQ, 27-Aug-2020,968.95,968,990,946,958.05,956.45,969.7,125899,1220.85,6806,56586,44.95
SOLARINDS, EQ, 27-Aug-2020,1139.25,1144,1189,1143.95,1170,1162,1172.23,150497,1764.17,4407,123411,82
SOMANYCERA, EQ, 27-Aug-2020,171.65,172,175.05,167.05,167.3,167.65,171.84,212595,365.33,2724,88661,41.7
SOMATEX, EQ, 27-Aug-2020,3.25,3.4,3.4,3.15,3.35,3.3,3.27,2481,0.08,16,1861,75.01
SOMICONVEY, EQ, 27-Aug-2020,31.95,31.5,33,29.5,29.95,29.9,30.68,60533,18.57,558,35814,59.16
SONATSOFTW, EQ, 27-Aug-2020,321.3,322.9,326.15,321,322,322.1,323.34,278114,899.26,9951,90155,32.42
SORILINFRA, EQ, 27-Aug-2020,74.6,78.3,78.3,78.3,78.3,78.3,78.3,46464,36.38,159,46464,100
SOTL, EQ, 27-Aug-2020,727.45,730,744.85,715,720,719.8,725.6,4241,30.77,382,2684,63.29
SOUTHBANK, EQ, 27-Aug-2020,7.4,7.45,7.7,7.4,7.4,7.45,7.55,18602197,1403.81,43281,8177241,43.96
SOUTHWEST, EQ, 27-Aug-2020,25,26.15,26.25,25.2,26.25,26.25,26.01,164806,42.86,341,136016,82.53
SPAL, EQ, 27-Aug-2020,104.75,108.85,111.9,105.15,107.05,107.45,109.42,216149,236.51,2486,176932,81.86
SPANDANA, EQ, 27-Aug-2020,618.7,624,626.5,606.05,608.9,609.55,615.82,65350,402.44,3480,37216,56.95
SPARC, EQ, 27-Aug-2020,180.85,182,184.5,181,184.5,182.35,182.63,713846,1303.67,6918,280841,39.34
SPCENET, EQ, 27-Aug-2020,1.2,1.25,1.25,1.25,1.25,1.25,1.25,52620,0.66,9,52620,100
SPECIALITY, EQ, 27-Aug-2020,33.35,33.85,34.8,33.45,33.85,33.8,34.01,154178,52.43,830,106922,69.35
SPENCERS, EQ, 27-Aug-2020,93.4,94.9,95.9,90.7,90.9,91.15,93.5,1513145,1414.75,10238,679400,44.9
SPENTEX, BE, 27-Aug-2020,0.7,0.7,0.7,0.65,0.65,0.65,0.66,26377,0.18,13, -, -
SPIC, EQ, 27-Aug-2020,22.25,22.4,23.3,22.25,22.9,22.95,22.68,601044,136.3,1358,407839,67.86
SPICEJET, EQ, 27-Aug-2020,52.3,52.3,52.7,51.7,51.95,52.05,52.2,2810725,1467.12,9753,1377310,49
SPLIL, EQ, 27-Aug-2020,30.05,30.35,36.05,29.05,31,31.2,31.82,136401,43.4,685,48904,35.85
SPMLINFRA, EQ, 27-Aug-2020,11.15,10.75,11.6,10.6,11.5,11.5,11.06,344791,38.12,220,330853,95.96
SPTL, EQ, 27-Aug-2020,2.65,2.7,2.7,2.65,2.65,2.65,2.67,1325806,35.37,916,1049215,79.14
SPYL, BE, 27-Aug-2020,0.35,0.35,0.4,0.35,0.4,0.4,0.36,241056,0.87,115, -, -
SREEL, EQ, 27-Aug-2020,144.4,147.8,157.5,147.2,152,152.2,153.2,83372,127.73,2344,25821,30.97
SREIBNPNCD, N9, 27-Aug-2020,875,875,900,875,900,900,895.83,60,0.54,3,60,100
SREIBNPNCD, NJ, 27-Aug-2020,900,899.98,900,880,900,897.84,895.74,479,4.29,9,479,100
SREIBNPNCD, NO, 27-Aug-2020,888.69,890,890,888,888,888,889.98,102,0.91,3,102,100
SREIBNPNCD, NU, 27-Aug-2020,805.03,800.01,800.01,800,800,800,800,50,0.4,2,50,100
SREIBNPNCD, NX, 27-Aug-2020,900,899,915,899,915,915,908.38,160,1.45,5,160,100
SREIBNPNCD, NY, 27-Aug-2020,999,979,979.8,979,979.8,979.8,979.53,45,0.44,3,45,100
SREIBNPNCD, YA, 27-Aug-2020,879,869,869,869,869,869,869,50,0.43,1,50,100
SREINFRA, EQ, 27-Aug-2020,8.05,8.2,8.2,7.9,7.9,7.95,8.02,917644,73.55,1387,648059,70.62
SRF, EQ, 27-Aug-2020,4256.65,4280,4323.9,4227.1,4234,4238.3,4276.18,209252,8947.99,20759,53569,25.6
SRHHYPOLTD, EQ, 27-Aug-2020,179.05,184.8,184.9,164.2,177,178.15,178.95,24574,43.97,519,17023,69.27
SRIPIPES, EQ, 27-Aug-2020,197.8,196.6,198.8,192.15,193.5,193.05,195.04,140043,273.14,3240,91337,65.22
SRPL, SM, 27-Aug-2020,32,35.2,35.2,32.55,32.55,32.55,33.43,12000,4.01,3,8000,66.67
SRTRANSFIN, EQ, 27-Aug-2020,726.35,735,748,717.1,724.5,720.4,731.64,6888505,50398.75,113414,1065734,15.47
SRTRANSFIN, Y3, 27-Aug-2020,1050.01,1055,1055,1055,1055,1055,1055,300,3.17,11,300,100
SRTRANSFIN, Y9, 27-Aug-2020,1021.1,1020,1022.5,1020,1022.5,1021.22,1021.05,92,0.94,8,90,97.83
SRTRANSFIN, YB, 27-Aug-2020,1016.5,1011.12,1011.12,1011.12,1011.12,1011.12,1011.12,5,0.05,1,5,100
SRTRANSFIN, YH, 27-Aug-2020,984,989.85,990,968.1,975,975,972.96,600,5.84,23,445,74.17
SRTRANSFIN, YI, 27-Aug-2020,990,994.8,994.8,994.8,994.8,994.8,994.8,1,0.01,1,1,100
SRTRANSFIN, YJ, 27-Aug-2020,986.5,990.9,992.8,989,992.6,992,990.92,670,6.64,25,650,97.01
SRTRANSFIN, YK, 27-Aug-2020,981.25,985,985,985,985,985,985,45,0.44,3,45,100
SRTRANSFIN, YL, 27-Aug-2020,992.73,976.05,976.05,975,975,975,975.85,152,1.48,6,152,100
SRTRANSFIN, YM, 27-Aug-2020,1177,1183.99,1183.99,1183.99,1183.99,1183.99,1183.99,20,0.24,1,20,100
SRTRANSFIN, YO, 27-Aug-2020,999,999,999,995,995,995,995.08,96,0.96,3,96,100
SRTRANSFIN, YP, 27-Aug-2020,1000.5,985,1005,852.4,997,997.91,994.2,314,3.12,13,300,95.54
SRTRANSFIN, YQ, 27-Aug-2020,1048.97,1054,1054,1049,1049,1049,1050.67,150,1.58,4,150,100
SRTRANSFIN, YV, 27-Aug-2020,990,995,995,990,990,990,993,125,1.24,5,125,100
SRTRANSFIN, YW, 27-Aug-2020,1010,1010,1058,1010,1015,1015,1026.75,164,1.68,7,55,33.54
SRTRANSFIN, YX, 27-Aug-2020,1025,1025,1026,1020,1020,1020.9,1021.15,700,7.15,15,700,100
SRTRANSFIN, YY, 27-Aug-2020,1021,1021.5,1025,1021,1025,1025,1021.47,180,1.84,12,180,100
SRTRANSFIN, Z2, 27-Aug-2020,1065,1065,1065,1065,1065,1065,1065,24,0.26,1,24,100
SRTRANSFIN, Z4, 27-Aug-2020,1000,990,990,980,980,980,984,25,0.25,2,25,100
SRTRANSFIN, Z8, 27-Aug-2020,1004,1005,1005,1005,1005,1005,1005,8,0.08,1,8,100
SSINFRA, SM, 27-Aug-2020,7.2,7.5,7.55,7.5,7.55,7.55,7.53,12000,0.9,4,12000,100
SSWL, EQ, 27-Aug-2020,476.45,480,484,470.55,475.95,476.65,477.48,53948,257.59,4780,28413,52.67
STAR, EQ, 27-Aug-2020,610.95,612.7,653,609,637.3,640.85,635.3,4067368,25840.14,74792,1004433,24.69
STARCEMENT, EQ, 27-Aug-2020,90.8,90.8,91.75,90.45,90.6,90.7,90.99,72795,66.24,922,45531,62.55
STARPAPER, EQ, 27-Aug-2020,105.7,102.7,106,102.7,102.8,103.2,103.86,282137,293.04,4633,94421,33.47
STCINDIA, EQ, 27-Aug-2020,63.85,64.5,65,63.4,64.3,64.25,64.07,22387,14.34,584,14218,63.51
STEELCITY, EQ, 27-Aug-2020,39.7,38.9,40.9,38.85,39.85,39.8,39.99,72265,28.9,105,71336,98.71
STEELXIND, EQ, 27-Aug-2020,36.65,38.45,38.45,38.45,38.45,38.45,38.45,28989,11.15,76,28989,100
STEL, EQ, 27-Aug-2020,62.9,63.9,63.95,61.1,61.5,61.5,61.22,320106,195.98,447,299973,93.71
STERTOOLS, EQ, 27-Aug-2020,194.7,192.95,196.05,189,190,190.6,193.2,15790,30.51,612,12246,77.56
STINDIA, BE, 27-Aug-2020,3.5,3.5,3.65,3.5,3.5,3.5,3.56,581,0.02,7, -, -
STRTECH, EQ, 27-Aug-2020,172.25,170.15,170.6,164.4,164.65,165.2,167.3,1366059,2285.46,13960,611057,44.73
SUBCAPCITY, BE, 27-Aug-2020,27.8,29.15,29.15,29.15,29.15,29.15,29.15,56,0.02,4, -, -
SUBEX, EQ, 27-Aug-2020,11.35,11.8,11.9,11.55,11.6,11.7,11.79,3537964,417.26,2198,2386388,67.45
SUBROS, EQ, 27-Aug-2020,264.75,262.75,262.75,257.65,259,259.05,259.81,86758,225.41,2252,67789,78.14
